N,종목명,현재가,전일비,등락률,액면가,매수호가
1393.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,13340.0,상승  390,+3.01%,0.0,13335.0
1394.0,DL우,19770.0,상승  340,+1.75%,5000.0,19270.0
1395.0,아센디오,3210.0,상승  435,+15.68%,500.0,3205.0
1396.0,메리츠 KAP 레버리지 일본 엔화 ETN,22120.0,하락  270,-1.21%,0.0,22110.0
1397.0,한국전자홀딩스,705.0,하락  2,-0.28%,500.0,701.0
1398.0,SOL 코리아밸류업TR,10470.0,상승  40,+0.38%,0.0,10410.0
1399.0,솔루스첨단소재1우,1947.0,하락  31,-1.57%,100.0,1934.0
1400.0,PLUS 미국단기회사채(AAA~A),133075.0,상승  525,+0.40%,0.0,132900.0
1401.0,SOL 미국배당다우존스TR,10890.0,하락  25,-0.23%,0.0,10885.0
1402.0,메리츠 레버리지 미국채30년 스트립 ETN(H),53950.0,"하락  1,195",-2.17%,0.0,53930.0
1403.0,KB 일본 로보틱스 TOP 10 ETN,16180.0,하락  175,-1.07%,0.0,16180.0
1404.0,전방,19260.0,상승  20,+0.10%,5000.0,19260.0
1405.0,KODEX 유럽탄소배출권선물ICE(H),10455.0,하락  75,-0.71%,0.0,10450.0
1406.0,메리츠 3X 레버리지 미국채30년 ETN,53755.0,하락  715,-1.31%,0.0,53725.0
1407.0,1Q 미국S&P500,10070.0,하락  65,-0.64%,0.0,10070.0
1408.0,KODEX 일본TOPIX100,23650.0,상승  10,+0.04%,0.0,23645.0
1409.0,원림,13960.0,상승  20,+0.14%,5000.0,13960.0
1410.0,TIGER 차이나반도체FACTSET,7210.0,하락  200,-2.70%,0.0,7200.0
1411.0,메리츠 KAP 통안채 6개월 ETN,53210.0,보합0,0.00%,0.0,53215.0
1412.0,KODEX TDF2030액티브,12995.0,하락  35,-0.27%,0.0,12990.0
1413.0,KODEX 미국S&P500산업재(합성),33665.0,하락  135,-0.40%,0.0,33660.0
1414.0,RISE 미국30년국채커버드콜(합성),9870.0,상승  15,+0.15%,0.0,9865.0
1415.0,ACE 주주환원가치주액티브,14345.0,상승  35,+0.24%,0.0,14345.0
1416.0,TIGER 글로벌클라우드컴퓨팅INDXX,11575.0,하락  115,-0.98%,0.0,11575.0
1417.0,윌비스,467.0,하한가  200,-29.99%,1000.0,0.0
1418.0,코아스,9500.0,하락  170,-1.76%,500.0,9420.0
1419.0,에넥스,516.0,보합0,0.00%,500.0,515.0
1420.0,화인베스틸,1004.0,하락  25,-2.43%,500.0,1004.0
1421.0,미래에셋 -1.5X 천연가스 선물 ETN,12335.0,"상승  1,215",+10.93%,0.0,12335.0
1422.0,KIWOOM 글로벌AI반도체,14265.0,상승  25,+0.18%,0.0,14265.0
1423.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),12230.0,하락  365,-2.90%,0.0,12265.0
1424.0,메리츠 레버리지 국채30년 ETN,7620.0,보합0,0.00%,0.0,7595.0
1425.0,TIGER 게임TOP10,4825.0,상승  30,+0.63%,0.0,4795.0
1426.0,HANARO 글로벌생성형AI액티브,18410.0,상승  155,+0.85%,0.0,18410.0
1427.0,온타이드,446.0,상승  2,+0.45%,500.0,442.0
1428.0,미래에셋 미국 제약 TOP3 ETN,10025.0,상승  110,+1.11%,0.0,9995.0
1429.0,한성기업,4835.0,하락  50,-1.02%,5000.0,4825.0
1430.0,KODEX 한국대만IT프리미어,25000.0,상승  280,+1.13%,0.0,25000.0
1431.0,ACE 구글밸류체인액티브,9515.0,하락  210,-2.16%,0.0,9510.0
1432.0,RISE 미국단기투자등급회사채액티브,12480.0,상승  50,+0.40%,0.0,12470.0
1433.0,N2 미국 IT TOP5 ETN(H),42765.0,하락  235,-0.55%,0.0,42545.0
1434.0,KODEX 차이나심천ChiNext(합성),9730.0,하락  270,-2.70%,0.0,9730.0
1435.0,신한 레버리지 구리 선물 ETN,29660.0,하락  425,-1.41%,0.0,29630.0
1436.0,한투 일본니케이225선물 ETN(H),9885.0,상승  20,+0.20%,0.0,9815.0
1437.0,KoAct 배당성장액티브,9705.0,하락  15,-0.15%,0.0,9715.0
1438.0,경인전자,18790.0,하락  90,-0.48%,5000.0,18600.0
1439.0,N2 블룸버그 2X 천연가스 선물 ETN(H),500.0,하락  82,-14.09%,0.0,499.0
1440.0,KC코트렐,459.0,보합0,0.00%,500.0,0.0
1441.0,TIGER 200 건설,3055.0,상승  30,+0.99%,0.0,3040.0
1442.0,RISE 5G테크,10950.0,상승  125,+1.15%,0.0,10950.0
1443.0,이화산업,10320.0,하락  200,-1.90%,5000.0,10320.0
1444.0,RISE 게임테마,7910.0,하락  5,-0.06%,0.0,7900.0
1445.0,한투 레버리지 은 선물 ETN,28815.0,"하락  1,080",-3.61%,0.0,28780.0
1446.0,WISCOM,1879.0,하락  38,-1.98%,500.0,1879.0
1447.0,TIGER 배당성장,20385.0,상승  15,+0.07%,0.0,20365.0
1448.0,한투 인버스일본니케이225선물 ETN(H),9570.0,상승  40,+0.42%,0.0,9580.0
1449.0,KODEX 미국테크 TOP3 플러스,11460.0,하락  45,-0.39%,0.0,11440.0
1450.0,FOCUS AI코리아액티브,12985.0,하락  110,-0.84%,0.0,13010.0
1451.0,PLUS 코리아밸류업,10385.0,상승  25,+0.24%,0.0,10350.0
1452.0,KODEX 미국S&P500에너지(합성),15725.0,상승  90,+0.58%,0.0,15725.0
1453.0,한투 블룸버그 인버스 2X WTI원유 선물 ETN,14170.0,하락  425,-2.91%,0.0,14225.0
1454.0,세방우,7650.0,보합0,0.00%,500.0,7650.0
1455.0,TIGER 글로벌멀티에셋TIF액티브,11515.0,하락  40,-0.35%,0.0,11515.0
1456.0,신한 브렌트원유 선물 ETN(H),14095.0,상승  225,+1.62%,0.0,14080.0
1457.0,한화투자증권우,5870.0,하락  60,-1.01%,5000.0,5870.0
1458.0,미래에셋 -2X 미국 자율주행대표기업 ETN,28100.0,상승  915,+3.37%,0.0,28090.0
1459.0,삼성 레버리지 코스피200 선물 ETN,28015.0,상승  200,+0.72%,0.0,28015.0
1460.0,신한 레버리지 코스피 200 선물 ETN,27905.0,상승  150,+0.54%,0.0,27905.0
1461.0,대한방직,5230.0,상승  20,+0.38%,1000.0,5200.0
1462.0,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,7885.0,"하락  1,335",-14.48%,0.0,7860.0
1463.0,ACE 원자력테마딥서치,19705.0,하락  10,-0.05%,0.0,19705.0
1464.0,세기상사,4950.0,하락  60,-1.20%,500.0,4950.0
1465.0,PLUS 미국나스닥테크,34145.0,하락  610,-1.76%,0.0,34145.0
1466.0,WON 미국우주항공방산,16525.0,하락  80,-0.48%,0.0,16520.0
1467.0,KODEX 200롱코스닥150숏선물,9720.0,상승  235,+2.48%,0.0,9695.0
1468.0,신풍제약우,12360.0,하락  30,-0.24%,500.0,12360.0
1469.0,BYC우,12600.0,상승  100,+0.80%,500.0,12460.0
1470.0,PLUS 일본반도체소부장,12335.0,하락  80,-0.64%,0.0,12320.0
1471.0,KoAct 코리아밸류업액티브,10610.0,하락  25,-0.24%,0.0,10585.0
1472.0,한투 레버리지 구리 선물 ETN,26995.0,하락  70,-0.26%,0.0,26855.0
1473.0,삼성 코스닥 150 TR ETN,8955.0,하락  150,-1.65%,0.0,8955.0
1474.0,미래에셋 레버리지 미국 방위산업 TOP3 ETN,26780.0,하락  195,-0.72%,0.0,26710.0
1475.0,한투 블룸버그 레버리지 WTI원유 선물 ETN,13385.0,상승  390,+3.00%,0.0,13385.0
1476.0,ACE 인도네시아MSCI(합성),8085.0,하락  215,-2.59%,0.0,8080.0
1477.0,미래에셋 -2X 미국채울트라30년 선물 ETN,13260.0,보합0,0.00%,0.0,13450.0
1478.0,SOL KIS단기통안채,109870.0,상승  20,+0.02%,0.0,109860.0
1479.0,KB 일본 컨슈머 TOP 10 ETN,13210.0,상승  45,+0.34%,0.0,13210.0
1480.0,DAISHIN343 AI반도체&인프라액티브,8495.0,상승  75,+0.89%,0.0,8500.0
1481.0,RISE 미국AI테크액티브,9215.0,하락  100,-1.07%,0.0,9210.0
1482.0,TIGER 200 에너지화학,10050.0,하락  90,-0.89%,0.0,10025.0
1483.0,RISE 미국테크100데일리고정커버드콜,10015.0,하락  30,-0.30%,0.0,10010.0
1484.0,SOL 전고체배터리&실리콘음극재,11775.0,하락  455,-3.72%,0.0,11770.0
1485.0,신한 다우존스지수 선물 ETN(H),25870.0,하락  105,-0.40%,0.0,25850.0
1486.0,미래에셋 2X 미국 테크&반도체 TOP3 ETN,25815.0,"하락  1,020",-3.80%,0.0,25810.0
1487.0,TIGER 200커버드콜,8600.0,하락  15,-0.17%,0.0,8600.0
1488.0,RISE 중장기국공채액티브,110235.0,상승  10,+0.01%,0.0,110220.0
1489.0,KODEX WTI원유선물인버스(H),4245.0,하락  70,-1.62%,0.0,4245.0
1490.0,ACE 미국중심중소형제조업,8395.0,하락  100,-1.18%,0.0,8390.0
1491.0,미래에셋 미국 자율주행대표기업 ETN,8520.0,하락  105,-1.22%,0.0,8520.0
1492.0,호텔신라우,33850.0,"상승  1,300",+3.99%,5000.0,33850.0
1493.0,미래에셋 -2X 미국 AI TOP3 ETN,25310.0,상승  640,+2.59%,0.0,25290.0
1494.0,KODEX 3대농산물선물(H),8510.0,상승  15,+0.18%,0.0,8505.0
1495.0,KoAct 미국천연가스인프라액티브,9690.0,상승  145,+1.52%,0.0,9685.0
1496.0,KB 레버리지 FANG 플러스 ETN(H),50315.0,하락  785,-1.54%,0.0,49445.0
1497.0,메리츠 미국채10년 ETN(H),8380.0,하락  15,-0.18%,0.0,8380.0
1498.0,RISE 내수주플러스,8535.0,하락  70,-0.81%,0.0,8535.0
1499.0,태원물산,3300.0,하락  40,-1.20%,500.0,3300.0
1500.0,미래에셋 인버스 2X 옥수수 선물 ETN,25060.0,하락  165,-0.65%,0.0,25060.0
1501.0,성문전자,1111.0,보합0,0.00%,500.0,1111.0
1502.0,KODEX 차이나2차전지MSCI(합성),7125.0,하락  265,-3.59%,0.0,7125.0
1503.0,1Q 코리아밸류업,10390.0,상승  70,+0.68%,0.0,10345.0
1504.0,동일제강,1227.0,하락  2,-0.16%,500.0,1226.0
1505.0,참엔지니어링,293.0,하락  5,-1.68%,500.0,293.0
1506.0,KODEX 미국S&P500헬스케어,13045.0,하락  25,-0.19%,0.0,13045.0
1507.0,대교우B,1271.0,보합0,0.00%,500.0,1271.0
1508.0,메리츠 인플레이션 국채 ETN,12340.0,하락  35,-0.28%,0.0,12340.0
1509.0,KIWOOM 글로벌퓨처모빌리티,11200.0,하락  20,-0.18%,0.0,11115.0
1510.0,한솔PNS,1202.0,상승  9,+0.75%,500.0,1201.0
1511.0,TIGER 코스피고배당,15425.0,하락  35,-0.23%,0.0,15420.0
1512.0,ACE 코리아밸류업,10650.0,상승  10,+0.09%,0.0,10635.0
1513.0,TIGER 미국방산TOP10,10175.0,하락  80,-0.78%,0.0,10175.0
1514.0,한투 레버리지 코스닥150선물 ETN,24285.0,"하락  1,415",-5.51%,0.0,24240.0
1515.0,RISE 미국반도체NYSE(H),12780.0,하락  75,-0.58%,0.0,12720.0
1516.0,하나 레버리지 코스닥150 선물 ETN,24250.0,하락  900,-3.58%,0.0,24195.0
1517.0,대신 레버리지 코스닥 150 선물 ETN,24240.0,하락  830,-3.31%,0.0,24180.0
1518.0,KODEX 차이나A50,22035.0,하락  335,-1.50%,0.0,21920.0
1519.0,대한항공우,21800.0,상승  50,+0.23%,5000.0,21750.0
1520.0,비비안,778.0,하락  3,-0.38%,500.0,777.0
1521.0,키움 INDXX 미국테크탑10 ETN,24180.0,하락  240,-0.98%,0.0,24180.0
1522.0,대상우,17600.0,하락  110,-0.62%,1000.0,17600.0
1523.0,RISE 차이나HSCEI(H),10485.0,하락  280,-2.60%,0.0,10485.0
1524.0,SOL 미국AI반도체칩메이커,9635.0,하락  80,-0.82%,0.0,9650.0
1525.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),24085.0,상승  180,+0.75%,0.0,24065.0
1526.0,삼성 레버리지 코스닥150 선물 ETN,24025.0,하락  845,-3.40%,0.0,23995.0
1527.0,N2 미국달러 SOFR금리 플러스 ETN,12010.0,상승  90,+0.76%,0.0,11955.0
1528.0,KODEX 배당성장채권혼합,13315.0,상승  5,+0.04%,0.0,13310.0
1529.0,미래에셋 레버리지 미국 AI TOP3 ETN,23875.0,하락  375,-1.55%,0.0,23875.0
1530.0,1Q 종합채권(AA-이상)액티브,100840.0,하락  35,-0.03%,0.0,100705.0
1531.0,TBH글로벌,1126.0,하락  7,-0.62%,500.0,1126.0
1532.0,KR모터스,390.0,하락  16,-3.94%,500.0,390.0
1533.0,KODEX 에너지화학,10430.0,하락  50,-0.48%,0.0,10420.0
1534.0,한창,1254.0,보합0,0.00%,500.0,0.0
1535.0,KIWOOM 국고채3년,110635.0,하락  15,-0.01%,0.0,110625.0
1536.0,동원수산,4985.0,하락  10,-0.20%,5000.0,4985.0
1537.0,미래에셋 인버스 2X 코스피200 선물 ETN,11535.0,하락  115,-0.99%,0.0,11525.0
1538.0,N2 레버리지 은 선물 ETN(H),23040.0,하락  755,-3.17%,0.0,22605.0
1539.0,ACE 라이프자산주주가치액티브,10920.0,상승  45,+0.41%,0.0,10905.0
1540.0,KODEX 게임산업,6370.0,상승  30,+0.47%,0.0,6340.0
1541.0,두산퓨얼셀2우B,7670.0,상승  40,+0.52%,100.0,7590.0
1542.0,HANARO 코리아밸류업,10410.0,하락  50,-0.48%,0.0,10425.0
1543.0,메리츠 레버리지 은 선물 ETN(H),22865.0,하락  940,-3.95%,0.0,22835.0
1544.0,신한 콩 선물 ETN(H),11430.0,보합0,0.00%,0.0,11425.0
1545.0,TIGER 글로벌이노베이션액티브,16040.0,하락  145,-0.90%,0.0,16025.0
1546.0,RISE 국채선물10년인버스,53880.0,하락  105,-0.19%,0.0,53880.0
1547.0,PLUS 미국S&P500성장주,10305.0,하락  45,-0.43%,0.0,10300.0
1548.0,KB 블룸버그 레버리지 천연가스 선물 ETN,9050.0,"하락  1,420",-13.56%,0.0,9030.0
1549.0,삼성 인버스 2X 미국다우존스 선물 ETN,22590.0,상승  315,+1.41%,0.0,22550.0
1550.0,미래아이앤지,779.0,하락  8,-1.02%,500.0,779.0
1551.0,진도,1805.0,하락  2,-0.11%,500.0,1805.0
1552.0,RISE 미국30년국채액티브,10450.0,하락  55,-0.52%,0.0,10445.0
1553.0,N2 iSelect 글로벌 EMP ETN(H),11220.0,보합0,0.00%,0.0,11155.0
1554.0,SOL 코스닥150,11640.0,하락  250,-2.10%,0.0,11625.0
1555.0,TIGER 글로벌AI사이버보안,15035.0,하락  175,-1.15%,0.0,15035.0
1556.0,KB 레버리지 항셍테크 선물 ETN(H) B,22190.0,"하락  2,005",-8.29%,0.0,22270.0
1557.0,WON 미국빌리어네어,11645.0,하락  80,-0.68%,0.0,11640.0
1558.0,KODEX 33-06 국고채액티브,11120.0,보합0,0.00%,0.0,11105.0
1559.0,TIGER 반도체TOP10레버리지,5940.0,상승  205,+3.57%,0.0,5920.0
1560.0,KODEX 삼성그룹밸류,8400.0,상승  65,+0.78%,0.0,8390.0
1561.0,ACE 일본TOPIX레버리지(H),43660.0,하락  25,-0.06%,0.0,43550.0
1562.0,한투 FTSE100 ETN,21755.0,보합0,0.00%,0.0,21705.0
1563.0,롯데지주우,27000.0,상승  600,+2.27%,200.0,26500.0
1564.0,주연테크,327.0,하락  5,-1.51%,200.0,327.0
1565.0,메리츠 레버리지 구리 선물 ETN(H),21695.0,하락  220,-1.00%,0.0,21670.0
1566.0,에이엔피,480.0,하락  5,-1.03%,500.0,480.0
1567.0,신한 33-12 국고채 플러스 ETN,10825.0,보합0,0.00%,0.0,10805.0
1568.0,N2 레버리지 구리 선물 ETN(H),21640.0,하락  260,-1.19%,0.0,21505.0
1569.0,한투 S&P500 VIX S/T선물 ETN(H) B,21635.0,하락  240,-1.10%,0.0,21635.0
1570.0,RISE 글로벌테크놀로지(합성 H),28840.0,하락  285,-0.98%,0.0,28815.0
1571.0,삼성 레버리지 구리 선물 ETN(H),21570.0,하락  390,-1.78%,0.0,21535.0
1572.0,KB 레버리지 금 선물 ETN(H),43120.0,하락  510,-1.17%,0.0,43035.0
1573.0,삼성 S&P500 VIX S/T 선물 ETN B,21550.0,하락  215,-0.99%,0.0,21525.0
1574.0,KODEX 글로벌로봇(합성),18985.0,하락  70,-0.37%,0.0,18980.0
1575.0,ACE 코스닥150,11970.0,하락  210,-1.72%,0.0,11965.0
1576.0,메리츠 국채10년 ETN,10750.0,보합0,0.00%,0.0,10725.0
1577.0,RISE TDF2050액티브,13420.0,하락  60,-0.45%,0.0,13415.0
1578.0,N2 전력인프라 Top5 ETN,10730.0,하락  395,-3.55%,0.0,10590.0
1579.0,미래에셋 인버스 코스피200 선물 ETN,10715.0,하락  30,-0.28%,0.0,10715.0
1580.0,ACE 일본Nikkei225(H),26785.0,하락  130,-0.48%,0.0,26735.0
1581.0,우진아이엔에스,2810.0,하락  50,-1.75%,500.0,2810.0
1582.0,신한 인버스 코스피 200 선물 ETN,10685.0,하락  85,-0.79%,0.0,10685.0
1583.0,N2 선진국 1등주 ETN,10680.0,보합0,0.00%,0.0,10575.0
1584.0,N2 코스피 200 TR ETN,10640.0,상승  70,+0.66%,0.0,10640.0
1585.0,KODEX 탄소효율그린뉴딜,8865.0,상승  55,+0.62%,0.0,8865.0
1586.0,KB CSI 300 ETN,10630.0,보합0,0.00%,0.0,10415.0
1587.0,KODEX 미국S&P500테크놀로지,13700.0,하락  125,-0.90%,0.0,13685.0
1588.0,WON 종합채권(AA-이상)액티브,51765.0,하락  60,-0.12%,0.0,51750.0
1589.0,KODEX 일본부동산리츠(H),11080.0,상승  50,+0.45%,0.0,11050.0
1590.0,삼성 코리아 밸류업 TR ETN,10505.0,하락  5,-0.05%,0.0,10520.0
1591.0,HANARO 글로벌럭셔리S&P(합성),19505.0,상승  15,+0.08%,0.0,19500.0
1592.0,신한 2X 26-05 공사채(AAA) ETN,10430.0,보합0,0.00%,0.0,10425.0
1593.0,TIGER TSMC파운드리밸류체인,14895.0,상승  55,+0.37%,0.0,14870.0
1594.0,신한 2X 26-05 은행채(AAA) ETN,10420.0,보합0,0.00%,0.0,10410.0
1595.0,TIGER 200IT레버리지,26750.0,상승  565,+2.16%,0.0,26705.0
1596.0,신한 26-05 공사채(AAA) ETN,10365.0,보합0,0.00%,0.0,10360.0
1597.0,신한 26-05 은행채(AAA) ETN,10360.0,보합0,0.00%,0.0,10355.0
1598.0,대신 KAP 통안채 6개월 ETN,51630.0,보합0,0.00%,0.0,51645.0
1599.0,대신 KAP 통안채 3개월 ETN,51605.0,보합0,0.00%,0.0,51615.0
1600.0,키움 레버리지 반도체TOP10 ETN,13735.0,상승  430,+3.23%,0.0,13735.0
1601.0,메리츠 인버스 국채3년 ETN,10295.0,보합0,0.00%,0.0,10290.0
1602.0,N2 월간 레버리지 선진국 1등주 ETN,20585.0,보합0,0.00%,0.0,19965.0
1603.0,한투 금 선물 ETN,20540.0,하락  60,-0.29%,0.0,20520.0
1604.0,동양고속,7080.0,하락  40,-0.56%,5000.0,7080.0
1605.0,대신 인버스 2X 코스닥 150 선물 ETN,6830.0,상승  215,+3.25%,0.0,6840.0
1606.0,KB 인버스 2X KOSDAQ 150 선물 ETN,6815.0,상승  225,+3.41%,0.0,6805.0
1607.0,KoAct 미국나스닥성장기업액티브,9070.0,상승  20,+0.22%,0.0,9060.0
1608.0,TIGER 코스닥150바이오테크,12270.0,하락  780,-5.98%,0.0,12265.0
1609.0,ACE FTSE WGBI Korea,101385.0,하락  125,-0.12%,0.0,101385.0
1610.0,KB CSI 500 ETN,10115.0,하락  175,-1.70%,0.0,10065.0
1611.0,하나 인버스 2X 옥수수 선물 ETN(H),20210.0,하락  210,-1.03%,0.0,20095.0
1612.0,마이티 다이나믹퀀트액티브,12585.0,상승  50,+0.40%,0.0,12510.0
1613.0,TIGER 미국나스닥100ETF선물,10040.0,보합0,0.00%,0.0,9990.0
1614.0,PLUS 미국S&P500,15285.0,하락  85,-0.55%,0.0,15275.0
1615.0,대상홀딩스우,21700.0,보합0,0.00%,1000.0,21700.0
1616.0,한투 레버리지 유로스탁스50 ETN(H) B,19790.0,하락  615,-3.01%,0.0,19800.0
1617.0,KODEX 53-09 국고채액티브,12590.0,하락  25,-0.20%,0.0,12585.0
1618.0,PLUS 애플채권혼합,12295.0,하락  15,-0.12%,0.0,12280.0
1619.0,삼성 인버스 2X 일본니케이225선물 ETN(H),19625.0,상승  195,+1.00%,0.0,19600.0
1620.0,한국주강,1734.0,하락  13,-0.74%,500.0,1734.0
1621.0,한국ANKOR유전,280.0,하락  2,-0.71%,0.0,280.0
1622.0,KODEX 보험,9325.0,하락  5,-0.05%,0.0,9310.0
1623.0,KIWOOM 미국달러선물레버리지,16230.0,상승  85,+0.53%,0.0,16210.0
1624.0,KODEX 미국나스닥100선물인버스(H),8275.0,상승  85,+1.04%,0.0,8270.0
1625.0,한투 레버리지 나스닥100 ETN B,9715.0,하락  150,-1.52%,0.0,9710.0
1626.0,대신 S&P 인버스 2X 천연가스 선물 ETN,19310.0,"상승  2,470",+14.67%,0.0,19245.0
1627.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),19175.0,"상승  2,535",+15.23%,0.0,19045.0
1628.0,한투 인버스0.5X S&P500 VIX S/T선물 ETN B,19140.0,상승  245,+1.30%,0.0,19075.0
1629.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),19075.0,"상승  2,415",+14.50%,0.0,19045.0
1630.0,ACE ESG액티브,7920.0,보합0,0.00%,0.0,7970.0
1631.0,KODEX iShares미국투자등급회사채액티브,11795.0,하락  15,-0.13%,0.0,11790.0
1632.0,1Q 차이나H(H),15810.0,하락  615,-3.74%,0.0,15835.0
1633.0,RISE 200선물레버리지,15780.0,상승  130,+0.83%,0.0,15780.0
1634.0,N2 월간 레버리지 코스피 200 선물 ETN,18810.0,보합0,0.00%,0.0,18975.0
1635.0,RISE 미국고정배당우선증권 TR,12120.0,상승  35,+0.29%,0.0,12040.0
1636.0,삼성 인버스0.5X S&P500 VIX S/T선물 ETN B,18700.0,상승  145,+0.78%,0.0,18690.0
1637.0,SOL 국고채3년,102175.0,상승  10,+0.01%,0.0,102140.0
1638.0,키움 레버리지 조선TOP10 ETN,37395.0,상승  495,+1.34%,0.0,37200.0
1639.0,KIWOOM 미국S&P500(H),14340.0,하락  130,-0.90%,0.0,14330.0
1640.0,LX하우시스우,18050.0,하락  40,-0.22%,5000.0,18010.0
1641.0,KODEX S&P글로벌인프라(합성),19105.0,상승  145,+0.76%,0.0,19075.0
1642.0,ACE 글로벌메타버스테크액티브,13300.0,하락  120,-0.89%,0.0,13370.0
1643.0,삼성 레버리지 일본니케이225선물 ETN(H),18560.0,하락  230,-1.22%,0.0,18560.0
1644.0,넥센타이어1우B,2850.0,상승  35,+1.24%,500.0,2810.0
1645.0,신한 인버스 옥수수 선물 ETN(H),9190.0,하락  50,-0.54%,0.0,9090.0
1646.0,키움 인버스 미국달러선물 ETN,9185.0,하락  60,-0.65%,0.0,9185.0
1647.0,하나 레버리지 콩 선물 ETN(H),18345.0,보합0,0.00%,0.0,18245.0
1648.0,삼성 레버리지 미국다우존스 선물 ETN,18300.0,하락  155,-0.84%,0.0,18275.0
1649.0,삼양홀딩스우,59800.0,상승  500,+0.84%,5000.0,59700.0
1650.0,KODEX IT,16525.0,상승  120,+0.73%,0.0,16525.0
1651.0,HANARO Fn K-푸드,12085.0,상승  185,+1.55%,0.0,12075.0
1652.0,SHD,14900.0,하락  70,-0.47%,5000.0,14860.0
1653.0,KCGI 미국S&P500 TOP10,11295.0,하락  60,-0.53%,0.0,11295.0
1654.0,TIGER 코스닥150선물인버스,3970.0,상승  70,+1.79%,0.0,3970.0
1655.0,미래에셋 코스피200 선물 ETN,9000.0,상승  30,+0.33%,0.0,9005.0
1656.0,KODEX 테슬라밸류체인FactSet,13845.0,상승  40,+0.29%,0.0,13845.0
1657.0,KB 인버스 2X 콩 선물 ETN,35975.0,상승  190,+0.53%,0.0,35695.0
1658.0,메리츠 미국 인플레이션 국채 ETN(H),8985.0,상승  5,+0.06%,0.0,8970.0
1659.0,TIGER 리츠부동산인프라채권TR KIS,4720.0,하락  35,-0.74%,0.0,4715.0
1660.0,녹십자홀딩스2우,21200.0,상승  300,+1.44%,500.0,21050.0
1661.0,신한 인버스 코스닥 150 선물 ETN,8900.0,상승  140,+1.60%,0.0,8900.0
1662.0,미래에셋 레버리지 미국 제약 TOP3 ETN,17730.0,상승  280,+1.60%,0.0,17670.0
1663.0,코리아써우,5970.0,상승  50,+0.84%,500.0,5970.0
1664.0,KB 인버스 2X 밀 선물 ETN,35365.0,"상승  1,525",+4.51%,0.0,35200.0
1665.0,미래에셋 인버스 코스닥150 선물 ETN,8835.0,상승  430,+5.12%,0.0,8855.0
1666.0,TIGER Fn신재생에너지,8590.0,하락  175,-2.00%,0.0,8580.0
1667.0,KC그린홀딩스,756.0,보합0,0.00%,500.0,0.0
1668.0,대신 천연가스 선물 ETN(H),5840.0,하락  430,-6.86%,0.0,5840.0
1669.0,KODEX 차이나과창판STAR50(합성),8715.0,하락  145,-1.64%,0.0,8715.0
1670.0,TIMEFOLIO 글로벌소비트렌드액티브,10595.0,하락  80,-0.75%,0.0,10560.0
1671.0,TIGER 차이나클린에너지SOLACTIVE,6155.0,하락  105,-1.68%,0.0,6150.0
1672.0,KIWOOM 독일DAX,15885.0,하락  325,-2.00%,0.0,15885.0
1673.0,RISE 200선물인버스2X,2050.0,하락  30,-1.44%,0.0,2050.0
1674.0,미래에셋 코스닥150 선물 ETN,8710.0,하락  100,-1.14%,0.0,8655.0
1675.0,한투 레버리지 플래티넘 선물 ETN,17345.0,하락  615,-3.42%,0.0,17190.0
1676.0,TIGER 원유선물Enhanced(H),4220.0,상승  40,+0.96%,0.0,4220.0
1677.0,키움 코스닥 150 TR ETN,8620.0,하락  160,-1.82%,0.0,8620.0
1678.0,TIGER 유로스탁스배당30,14960.0,하락  320,-2.09%,0.0,14955.0
1679.0,N2 코스닥 150 TR ETN,8600.0,하락  380,-4.23%,0.0,8575.0
1680.0,하이트진로2우B,15200.0,상승  10,+0.07%,5000.0,15190.0
1681.0,신한 옥수수 선물 ETN(H),8570.0,상승  40,+0.47%,0.0,8560.0
1682.0,메리츠 인버스 천연가스 선물 ETN(H),17105.0,"상승  1,110",+6.94%,0.0,17105.0
1683.0,미래에셋 인버스 천연가스 선물 ETN(H),17040.0,"상승  1,210",+7.64%,0.0,17040.0
1684.0,대덕전자1우,8100.0,상승  20,+0.25%,500.0,8080.0
1685.0,TIGER 퓨처모빌리티액티브,7220.0,상승  40,+0.56%,0.0,7175.0
1686.0,ACE 미국달러단기채권액티브,12065.0,상승  50,+0.42%,0.0,12055.0
1687.0,KODEX 웹툰&드라마,3010.0,상승  25,+0.84%,0.0,3000.0
1688.0,PLUS 우량회사채50,119580.0,상승  5,0.00%,0.0,119555.0
1689.0,한투 레버리지 베트남 VN30 선물 ETN(H),16715.0,하락  60,-0.36%,0.0,16710.0
1690.0,PLUS 미국다우존스고배당주(합성 H),17500.0,상승  115,+0.66%,0.0,17475.0
1691.0,KODEX 미국S&P바이오(합성),27345.0,하락  375,-1.35%,0.0,27300.0
1692.0,코오롱우,15390.0,상승  250,+1.65%,5000.0,15280.0
1693.0,KODEX 철강,10755.0,하락  145,-1.33%,0.0,10685.0
1694.0,신한 인버스 콩 선물 ETN(H),8255.0,보합0,0.00%,0.0,8160.0
1695.0,HANARO Fn전기&수소차,7320.0,하락  90,-1.21%,0.0,7320.0
1696.0,KODEX K-미래차액티브,7820.0,상승  15,+0.19%,0.0,7815.0
